Id	Desc	WorldName	WorldType	SelfIp	PortForClient	ServerThreadCount	DBThreadCount	HttpThreadCount	DBIP	DBPort	HttpIP	HttpPort	HttpServerFakeTokenCheckPort	HttpServerMidasPayPort	HttpServerIDIPPort	MySQLIP	MySQLPort	DataBaseName	DataBaseUser	DataBasePsw	MaxOnlinePlayingPlayer	MaxOnlineQueuingPlayer	TlogDIP	TlogDPort	TlogDBUser	TlogDBPsw	MsdkChannel	WorldIP	WorldPort	MidasFormalUrl	MidasTestUrl	SocialSpaceUrl	AreaId	PlatId	Partition
205	外网自启	205世界	0	127.0.0.1	3841	72	21	4	127.0.0.1	3843	127.0.0.1	3844	3845	3846	3852	127.0.0.1	3306	carddb_205	root	xjlzxdbmm	220000	5000	127.0.0.1	3306	root	xjlzxdbmm	-1	127.0.0.1	5000	http://127.0.0.1	http://127.0.0.1	http://10.234.12.89/	1	0	6
206	外网自启	206世界	0	127.0.0.1	3941	72	21	4	127.0.0.1	3943	127.0.0.1	3944	3945	3946	3952	127.0.0.1	3306	carddb_206	root	xjlzxdbmm	220000	5000	127.0.0.1	3306	root	xjlzxdbmm	-1	127.0.0.1	5000	http://127.0.0.1	http://127.0.0.1	http://10.234.12.89/	1	0	7
207	外网自启	207世界	0	127.0.0.1	4041	72	21	4	127.0.0.1	4043	127.0.0.1	4044	4045	4046	4052	127.0.0.1	3306	carddb_207	root	xjlzxdbmm	220000	5000	127.0.0.1	3306	root	xjlzxdbmm	-1	127.0.0.1	5000	http://127.0.0.1	http://127.0.0.1	http://10.234.12.89/	1	0	8
208	外网自启	208世界	0	127.0.0.1	4141	72	21	4	127.0.0.1	4143	127.0.0.1	4144	4145	4146	4152	127.0.0.1	3306	carddb_208	root	xjlzxdbmm	220000	5000	127.0.0.1	3306	root	xjlzxdbmm	-1	127.0.0.1	5000	http://127.0.0.1	http://127.0.0.1	http://10.234.12.89/	1	0	9
209	外网自启	209世界	0	127.0.0.1	4241	72	21	4	127.0.0.1	4243	127.0.0.1	4244	4245	4246	4252	127.0.0.1	3306	carddb_209	root	xjlzxdbmm	220000	5000	127.0.0.1	3306	root	xjlzxdbmm	-1	127.0.0.1	5000	http://127.0.0.1	http://127.0.0.1	http://10.234.12.89/	1	0	10
1000	外网自启	1000世界(云中月)	0	127.0.0.1	3341	72	21	4	127.0.0.1	3343	127.0.0.1	3344	3345	3346	3352	172.24.80.8	3306	carddb_1000	root	xjlpcdb1234	220000	5000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	0	1
1001	外网自启	1001世界(梦中花)	0	127.0.0.1	3341	72	21	4	127.0.0.1	3343	127.0.0.1	3344	3345	3346	3352	172.24.80.8	3306	carddb_1001	root	xjlpcdb1234	220000	5000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	0	2
1002	外网自启测试	1002世界测试	0	127.0.0.1	3341	72	21	4	127.0.0.1	3343	127.0.0.1	3344	3345	3346	3352	172.24.80.8	3306	carddb_1002	root	xjlpcdb1234	220000	5000	172.24.80.8	3306	root	xjlpcdb1234	-1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	0	3
2000	外网自启压测	2000世界压测	0	127.0.0.1	3441	72	21	4	127.0.0.1	3443	127.0.0.1	3444	3445	3446	3452	172.24.80.8	3306	carddb_2000	root	xjlpcdb1234	220000	5000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	0	4
#2001到3000  AQQ																																			
2001	2001 AQQ	2001 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2001
2002	2002 AQQ	2002 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2002
2003	2003 AQQ	2003 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2003
2004	2004 AQQ	2004 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2004
2005	2005 AQQ	2005 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2005
2006	2006 AQQ	2006 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2006
2007	2007 AQQ	2007 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2007
2008	2008 AQQ	2008 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2008
2009	2009 AQQ	2009 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2009
2010	2010 AQQ	2010 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2010
2011	2011 AQQ	2011 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2011
2012	2012 AQQ	2012 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2012
2013	2013 AQQ	2013 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2013
2014	2014 AQQ	2014 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2014
2015	2015 AQQ	2015 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2015
2016	2016 AQQ	2016 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2016
2017	2017 AQQ	2017 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2017
2018	2018 AQQ	2018 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2018
2019	2019 AQQ	2019 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2019
2020	2020 AQQ	2020 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2020
2021	2021 AQQ	2021 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2021
2022	2022 AQQ	2022 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2022
2023	2023 AQQ	2023 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2023
2024	2024 AQQ	2024 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2024
2025	2025 AQQ	2025 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2025
2026	2026 AQQ	2026 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2026
2027	2027 AQQ	2027 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2027
2028	2028 AQQ	2028 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2028
2029	2029 AQQ	2029 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2029
2030	2030 AQQ	2030 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2030
2031	2031 AQQ	2031 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2031
2032	2032 AQQ	2032 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2032
2033	2033 AQQ	2033 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2033
2034	2034 AQQ	2034 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2034
2035	2035 AQQ	2035 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2035
2036	2036 AQQ	2036 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2036
2037	2037 AQQ	2037 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2037
2038	2038 AQQ	2038 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2038
2039	2039 AQQ	2039 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2039
2040	2040 AQQ	2040 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2040
2041	2041 AQQ	2041 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2041
2042	2042 AQQ	2042 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2042
2043	2043 AQQ	2043 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2043
2044	2044 AQQ	2044 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2044
2045	2045 AQQ	2045 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2045
2046	2046 AQQ	2046 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2046
2047	2047 AQQ	2047 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2047
2048	2048 AQQ	2048 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2048
2049	2049 AQQ	2049 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2049
2050	2050 AQQ	2050 AQQ	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	2	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	2	1	2050
#3001到4000 AWX 1 																																			
3001	3001 AWX	3001 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3001
3002	3002 AWX	3002 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3002
3003	3003 AWX	3003 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3003
3004	3004 AWX	3004 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3004
3005	3005 AWX	3005 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3005
3006	3006 AWX	3006 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3006
3007	3007 AWX	3007 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3007
3008	3008 AWX	3008 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3008
3009	3009 AWX	3009 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3009
3010	3010 AWX	3010 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3010
3011	3011 AWX	3011 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3011
3012	3012 AWX	3012 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3012
3013	3013 AWX	3013 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3013
3014	3014 AWX	3014 AWX	0	127.0.0.1	3541	72	21	4	127.0.0.1	3543	127.0.0.1	3544	3545	3546	3552	172.24.80.8	3306	carddb_2001	root	xjlpcdb1234	7000	1000	172.24.80.8	3306	root	xjlpcdb1234	1	127.0.0.1	5000	http://127.0.0.1	https://sandbox.api.unipay.qq.com	http://10.234.12.89/	1	1	3014
